SN,DATE,TIME,LATITUDE,LONGITUDE,ALTITUDE,PRESSURE,SZA,TEMP,SIG305,SIG312,SIG320,R305_312,R312_320,STD305_312,STD312_320
8442,2/3/2015,22:20:58,37.867,-122.267,95,1008,60.94,22.6,22.91,89.07,90.6,0.2572,0.9833,0.013,0.016
8442,2/3/2015,22:21:17,37.867,-122.267,95,1009,60.98,22.7,26.02,96.28,103.24,0.2703,0.9326,0.022,0.025
8442,2/3/2015,22:21:40,37.867,-122.267,95,1009,61.02,22.7,25.67,96.02,102.69,0.2674,0.9351,0.014,0.015
8442,2/3/2015,22:22:01,37.867,-122.267,95,1009,61.05,22.8,26.29,100.82,105.63,0.2607,0.9545,0.008,0.004
8442,2/3/2015,22:22:27,37.867,-122.267,95,1009,61.1,22.9,23.51,88.34,94.11,0.2663,0.9385,0.019,0.016
8442,2/3/2015,22:22:52,37.867,-122.267,95,1009,61.15,23.1,23.02,88.69,93.07,0.2595,0.953,0.014,0.011
8442,2/3/2015,22:23:05,37.867,-122.267,95,1009,61.17,23.1,15.86,62.33,64.69,0.2545,0.9636,0.02,0.004
8442,2/3/2015,22:24:56,37.867,-122.267,95,1009,61.37,23.4,20.73,83.71,86.35,0.2477,0.9694,0.024,0.009
8442,2/3/2015,22:25:21,37.867,-122.267,95,1009,61.42,23.4,22.04,85.74,91.52,0.257,0.9369,0.004,0.006
8442,2/3/2015,22:25:48,37.867,-122.267,95,1009,61.47,23.5,21.32,83.81,88.76,0.2544,0.9442,0.01,0.004
8442,2/3/2015,22:27:21,37.867,-122.267,95,1009,61.64,23.5,14.39,55.49,61.9,0.2595,0.8963,0.021,0.019
8442,2/3/2015,22:27:39,37.867,-122.267,95,1009,61.67,23.5,17.9,72.71,75.98,0.2462,0.957,0.005,0.011
8442,2/3/2015,22:27:55,37.867,-122.267,95,1009,61.7,23.6,15.36,63.02,67.91,0.2435,0.9282,0.036,0.042
8442,2/3/2015,22:28:10,37.867,-122.267,95,1009,61.73,23.6,12.9,55.77,58.06,0.2312,0.962,0.05,0.054
8442,2/3/2015,22:30:49,37.867,-122.267,95,1008,62.03,23.6,18.75,75.83,82.2,0.2473,0.9224,0.004,0.005
8442,2/3/2015,22:33:42,37.867,-122.267,95,1008,62.36,23.7,10.37,44.29,47.52,0.2341,0.932,0.022,0.01
8442,2/3/2015,22:34:23,37.867,-122.267,95,1007,62.44,23.7,7.76,32.53,35.52,0.2384,0.9157,0.046,0.012
8442,2/3/2015,22:35:05,37.867,-122.267,95,1007,62.52,23.6,3.69,16.04,17.92,0.2307,0.895,0.063,0.037
8442,2/3/2015,22:36:02,37.867,-122.267,95,1007,62.63,23.5,3.39,14.41,15.81,0.2354,0.9109,0.005,0.004
8442,2/3/2015,22:36:23,37.867,-122.267,95,1007,62.67,23.5,4.31,18.36,20.35,0.2351,0.9021,0.016,0.017
8442,2/10/2015,20:36:11,37.867,-122.267,95,1010,52.2,19.6,141.29,332.99,282.07,0.4246,1.1806,0.037,0.016
8442,2/10/2015,20:37:37,37.867,-122.267,95,1011,52.22,20.4,153.41,357.7,304.45,0.429,1.175,0.027,0.023
8442,2/10/2015,20:37:59,37.867,-122.267,95,1011,52.23,20.5,142.26,336.99,299.31,0.4218,1.1255,0.025,0.074
8442,2/10/2015,20:38:22,37.867,-122.267,95,1011,52.23,20.7,156.44,343.95,299.93,0.4578,1.1488,0.113,0.102
8442,2/10/2015,20:39:10,37.867,-122.267,95,1011,52.25,21,166.88,390.95,331.84,0.4269,1.1782,0.005,0.006
8442,2/10/2015,20:39:31,37.867,-122.267,95,1010,52.25,21.1,165.82,392.24,332.44,0.4229,1.1799,0.031,0.021
8442,2/10/2015,20:44:39,37.867,-122.267,95,1010,52.36,23.2,87.35,207.56,179,0.4208,1.1593,0.042,0.018
8442,2/10/2015,20:45:01,37.867,-122.267,95,1010,52.36,23.3,117.83,275.61,234.4,0.4276,1.1758,0.013,0.009
8442,2/10/2015,20:45:16,37.867,-122.267,95,1010,52.37,23.3,115.18,267.42,228.92,0.4308,1.1683,0.012,0.022
8442,2/10/2015,20:45:58,37.867,-122.267,95,1010,52.39,23.4,119.84,280.31,239.18,0.4276,1.1719,0.009,0.009
8442,2/10/2015,20:46:29,37.867,-122.267,95,1010,52.4,23.5,110.96,254.32,221.81,0.4365,1.1466,0.022,0.024
8442,2/10/2015,20:46:47,37.867,-122.267,95,1010,52.41,23.5,104.51,244.03,208.22,0.4284,1.172,0.022,0.02
8442,2/10/2015,20:47:08,37.867,-122.267,95,1010,52.41,23.5,110.01,254.68,219.15,0.432,1.1621,0.005,0.004
8442,2/10/2015,20:47:24,37.867,-122.267,95,1010,52.42,23.5,118.1,276.56,235.43,0.427,1.1747,0.01,0.008
8442,2/10/2015,20:47:59,37.867,-122.267,95,1009,52.44,23.6,115.96,272.44,231.2,0.4256,1.1784,0.003,0.004
8442,2/10/2015,20:48:14,37.867,-122.267,95,1009,52.44,23.6,108.85,259.5,218.99,0.4195,1.185,0.01,0.005
8442,2/10/2015,20:48:27,37.867,-122.267,95,1010,52.45,23.6,109.36,255.13,217.81,0.4287,1.1713,0.002,0.003
8442,2/10/2015,20:48:38,37.867,-122.267,95,1009,52.45,23.6,99.5,232.37,199.3,0.4284,1.166,0.023,0.026
8442,2/10/2015,20:48:50,37.867,-122.267,95,1009,52.46,23.6,98.16,231.06,196.15,0.4248,1.178,0.002,0.004
8442,2/10/2015,20:49:01,37.867,-122.267,95,1009,52.46,23.5,95.38,224.36,189.96,0.4251,1.1811,0.006,0.008
8442,2/10/2015,20:49:22,37.867,-122.267,95,1009,52.47,23.5,90.14,208.5,180.33,0.4324,1.1562,0.016,0.015
8442,2/10/2015,20:50:37,37.867,-122.267,95,1009,52.51,23.4,95.56,229.42,193.62,0.4165,1.1849,0.009,0.002
8442,2/10/2015,20:50:52,37.867,-122.267,95,1009,52.51,23.4,98.63,226.24,196.81,0.436,1.1495,0.01,0.015
8442,2/10/2015,20:51:09,37.867,-122.267,95,1009,52.52,23.4,95.56,226.31,192,0.4223,1.1787,0.001,0.001
8442,2/10/2015,20:51:22,37.867,-122.267,95,1010,52.53,23.5,122.8,288,246.22,0.4264,1.1697,0.003,0.003
8442,2/10/2015,20:51:34,37.867,-122.267,95,1010,52.54,23.5,137.75,328.33,277.92,0.4195,1.1814,0.002,0
8442,2/10/2015,20:51:46,37.867,-122.267,95,1010,52.54,23.5,128.53,308.55,258.84,0.4166,1.192,0.008,0.004
8442,2/10/2015,20:52:29,37.867,-122.267,95,1010,52.56,23.6,113.51,268.4,228.95,0.4229,1.1723,0.008,0.003
8442,2/10/2015,20:52:43,37.867,-122.267,95,1010,52.57,23.7,121.69,288.07,244.69,0.4224,1.1773,0.004,0.005
8442,2/10/2015,20:52:58,37.867,-122.267,95,1010,52.58,23.7,119.67,284.99,240.68,0.4199,1.1841,0.002,0.001
8442,2/10/2015,20:53:12,37.867,-122.267,95,1010,52.59,23.7,111.91,266.33,225.45,0.4202,1.1813,0.006,0.003
8442,2/10/2015,20:53:25,37.867,-122.267,95,1010,52.59,23.7,113.38,268.99,228.4,0.4215,1.1777,0.007,0.005
8442,2/10/2015,20:53:37,37.867,-122.267,95,1010,52.6,23.8,114.32,270.73,230.82,0.4223,1.1729,0.007,0.005
8442,2/10/2015,20:55:14,37.867,-122.267,95,1010,52.65,23.8,125.79,296.27,253.54,0.4246,1.1685,0.008,0.008
8442,2/10/2015,20:55:25,37.867,-122.267,95,1010,52.66,23.8,119.07,285.18,240.8,0.4175,1.1843,0.001,0.003
8442,2/10/2015,20:55:36,37.867,-122.267,95,1010,52.66,23.7,120.76,285.19,243.88,0.4234,1.1694,0.008,0.007
8442,2/10/2015,20:55:47,37.867,-122.267,95,1010,52.67,23.7,111.34,262.09,223.86,0.4248,1.1708,0.009,0.007
8442,2/10/2015,20:55:58,37.867,-122.267,95,1010,52.68,23.7,107.64,255.17,217.19,0.4219,1.1749,0.008,0.006
8442,2/10/2015,20:56:10,37.867,-122.267,95,1010,52.68,23.7,101.51,239.99,205.12,0.423,1.17,0.003,0.003
8442,2/10/2015,20:56:22,37.867,-122.267,95,1010,52.69,23.7,127,301.13,257.04,0.4217,1.1715,0.003,0.002
8442,2/10/2015,20:58:16,37.867,-122.267,95,1011,52.76,23.8,115.01,271.61,232.75,0.4234,1.1669,0.003,0.004
8442,2/10/2015,20:58:38,37.867,-122.267,95,1011,52.77,23.9,118.37,278.61,239.96,0.4249,1.1611,0.009,0.006
8442,2/10/2015,20:58:48,37.867,-122.267,95,1011,52.78,23.9,119.39,285.63,243.12,0.418,1.1748,0.009,0.006
8442,2/10/2015,20:59:52,37.867,-122.267,95,1011,52.82,24.1,96.35,230.3,193.77,0.4184,1.1886,0.004,0.009
8442,2/10/2015,21:00:05,37.867,-122.267,95,1011,52.81,24.1,90.81,214.57,183.96,0.4232,1.1664,0.006,0.006
8442,2/10/2015,21:01:02,37.867,-122.267,95,1011,52.85,24.2,92.62,222.08,187.54,0.417,1.1843,0.012,0.013
8442,2/10/2015,21:01:33,37.867,-122.267,95,1011,52.87,24.2,71.76,162.44,149.07,0.4454,1.0886,0.101,0.094
8442,2/10/2015,21:02:01,37.867,-122.267,95,1011,52.89,24.2,94.66,225.87,192.58,0.4191,1.1728,0.003,0.003
8442,2/10/2015,21:02:18,37.867,-122.267,95,1011,52.9,24.2,93.81,225.37,191.29,0.4162,1.1782,0.009,0.008
8442,2/10/2015,21:02:32,37.867,-122.267,95,1010,52.91,24.1,88.71,210.57,181.32,0.4213,1.1613,0.013,0.017
8442,2/10/2015,21:02:46,37.867,-122.267,95,1010,52.92,24.1,84.69,201.13,174.63,0.4214,1.1518,0.03,0.034
8442,2/10/2015,21:04:16,37.867,-122.267,95,1010,52.98,24,71.2,167.38,145.54,0.4254,1.1501,0.007,0.013
8442,2/10/2015,21:04:30,37.867,-122.267,95,1010,52.99,24,65,155.19,132.87,0.4189,1.168,0.017,0.013
8442,2/10/2015,21:04:43,37.867,-122.267,95,1010,53,24,57.62,140.38,118.91,0.4104,1.1807,0.018,0.009
8442,2/10/2015,21:04:55,37.867,-122.267,95,1010,53.01,24,50.73,122.91,104.46,0.4128,1.1766,0.011,0.006
8442,2/10/2015,21:05:07,37.867,-122.267,95,1010,53.02,24.1,56.43,133.71,116.72,0.4221,1.1458,0.016,0.027
8442,2/10/2015,22:08:08,37.867,-122.267,95,1008,57.6,21.5,22.51,65.31,60.81,0.3446,1.0743,0.021,0.022
8442,2/10/2015,22:08:27,37.867,-122.267,95,1008,57.63,21.5,22.48,63.62,60.66,0.3533,1.0487,0.009,0.015
8442,2/10/2015,22:08:42,37.867,-122.267,95,1008,57.66,21.5,17.82,51.67,48.23,0.345,1.0714,0.011,0.003
8442,2/10/2015,22:08:54,37.867,-122.267,95,1008,57.68,21.5,18.3,53.3,49.47,0.3433,1.0775,0.004,0.005
8442,2/10/2015,22:09:06,37.867,-122.267,95,1008,57.7,21.5,18.6,52.54,50.01,0.3539,1.0507,0.006,0.008
8442,2/10/2015,22:09:26,37.867,-122.267,95,1008,57.73,21.5,15.11,44.14,40.61,0.3424,1.087,0.008,0.005
8442,2/10/2015,22:11:23,37.867,-122.267,95,1008,57.93,21.4,20.13,55.16,55.06,0.3654,1.0019,0.041,0.037
8442,2/10/2015,22:11:56,37.867,-122.267,95,1008,57.99,21.4,38.54,110.35,106.83,0.3493,1.033,0.02,0.016
8442,2/10/2015,22:12:09,37.867,-122.267,95,1008,58.01,21.3,43.12,126.03,119.86,0.3422,1.0515,0.014,0.011
8442,2/10/2015,22:12:23,37.867,-122.267,95,1008,58.03,21.3,38.86,112.14,107.64,0.3467,1.0419,0.021,0.026
8442,2/10/2015,22:12:34,37.867,-122.267,95,1008,58.05,21.3,33.57,96.57,92.97,0.3477,1.0388,0.014,0.011
8442,2/10/2015,22:12:49,37.867,-122.267,95,1008,58.08,21.3,17.26,50.83,49.17,0.3402,1.0336,0.055,0.039
8442,2/10/2015,22:14:38,37.867,-122.267,95,1009,58.27,21.3,0.87,2.91,2.59,0.2991,1.1254,0.117,0.039
8442,2/10/2015,22:14:56,37.867,-122.267,95,1009,58.3,21.4,1.21,3.6,3.35,0.3367,1.0734,0.018,0.011
8442,2/10/2015,22:15:26,37.867,-122.267,95,1009,58.35,21.5,1.76,5.58,5.02,0.3151,1.1121,0.021,0.007
8442,2/10/2015,22:15:46,37.867,-122.267,95,1009,58.39,21.5,2.33,7.36,6.65,0.3167,1.1069,0.023,0.027
8442,2/10/2015,22:16:09,37.867,-122.267,95,1009,58.43,21.5,3.58,10.93,10.09,0.3274,1.0825,0.007,0.004
8442,2/10/2015,22:16:23,37.867,-122.267,95,1009,58.45,21.6,2.91,8.68,8.24,0.3348,1.054,0.019,0.012
8442,2/10/2015,22:16:38,37.867,-122.267,95,1010,58.48,21.6,2.7,8.09,7.7,0.334,1.051,0.016,0.014
8442,2/10/2015,22:18:53,37.867,-122.267,95,1010,58.72,21.7,3.99,12.16,11.68,0.3278,1.0417,0.006,0.002
8442,2/10/2015,22:19:32,37.867,-122.267,95,1010,58.79,21.6,2.78,8.69,8.04,0.3202,1.0809,0.019,0.029
8442,2/10/2015,22:20:16,37.867,-122.267,95,1010,58.87,21.5,3.13,9.9,9.28,0.3164,1.0677,0.021,0.017
8442,2/10/2015,22:20:32,37.867,-122.267,95,1010,58.9,21.4,2.7,8.45,8.06,0.3201,1.0486,0.005,0.023
8442,2/10/2015,22:20:57,37.867,-122.267,95,1010,58.95,21.3,2.95,9.18,8.76,0.321,1.0471,0.007,0.001
8442,2/10/2015,22:21:18,37.867,-122.267,95,1009,58.99,21.3,3.95,12.23,11.86,0.3227,1.0311,0.024,0.006
8442,2/10/2015,22:23:54,37.867,-122.267,95,1010,59.27,21.2,11.73,37.12,35.29,0.3159,1.052,0.011,0.006
8442,2/10/2015,22:24:10,37.867,-122.267,95,1010,59.3,21.2,7.77,24.08,23.57,0.3229,1.0216,0.002,0.004
8442,2/10/2015,22:24:23,37.867,-122.267,95,1010,59.33,21.2,8.89,27.74,26.95,0.3206,1.0292,0.004,0.003
8442,2/10/2015,22:24:35,37.867,-122.267,95,1010,59.35,21.2,9.68,29.98,29.33,0.323,1.0224,0.003,0.004
8442,2/10/2015,22:24:47,37.867,-122.267,95,1010,59.37,21.2,9.44,29.36,28.75,0.3216,1.0214,0.011,0.011
8442,2/10/2015,22:26:38,37.867,-122.267,95,1011,59.58,21.3,15.56,50.35,48.25,0.309,1.0437,0.008,0.007
8442,2/10/2015,22:27:17,37.867,-122.267,95,1011,59.66,21.6,23.28,77.79,74.05,0.2993,1.0506,0.019,0.007
8442,2/10/2015,22:27:28,37.867,-122.267,95,1011,59.68,21.6,30.07,101.54,94.68,0.296,1.0732,0.023,0.021
8442,2/10/2015,22:27:42,37.867,-122.267,95,1011,59.7,21.7,35.04,112.65,109.65,0.3111,1.0274,0.004,0.004
8442,2/10/2015,22:28:15,37.867,-122.267,95,1011,59.77,21.9,43.07,138.19,136.03,0.3117,1.0159,0.004,0.004
8442,2/10/2015,22:28:50,37.867,-122.267,95,1011,59.83,22.2,42.76,138.87,135.19,0.3079,1.0273,0.008,0.008
8442,2/10/2015,22:29:44,37.867,-122.267,95,1012,59.94,22.4,44.87,144.59,143.32,0.3103,1.0089,0.006,0.007
8442,2/10/2015,22:30:00,37.867,-122.267,95,1012,59.97,22.5,46.57,152.37,149.12,0.3056,1.0217,0.002,0.002
8442,2/10/2015,22:30:16,37.867,-122.267,95,1012,60,22.5,47.77,156.98,153.91,0.3043,1.0199,0.006,0.004
8442,2/10/2015,22:30:42,37.867,-122.267,95,1012,60.05,22.5,51.1,168.13,164.79,0.3039,1.0203,0.006,0.003
8442,2/10/2015,22:31:30,37.867,-122.267,95,1011,60.14,22.5,53.78,177.7,174.69,0.3027,1.0172,0.005,0.006
8442,2/10/2015,22:32:56,37.867,-122.267,95,1011,60.31,22.4,45.28,150.2,148.94,0.3015,1.0085,0.006,0.005
8442,2/10/2015,22:33:35,37.867,-122.267,95,1011,60.39,22.5,40.92,136.6,135.35,0.2995,1.0092,0.005,0.002
8442,2/10/2015,22:33:49,37.867,-122.267,95,1011,60.42,22.5,46.61,156.69,154.9,0.2974,1.0115,0.005,0.003
8442,2/10/2015,22:34:05,37.867,-122.267,95,1011,60.45,22.5,44.36,149.06,147.21,0.2976,1.0126,0.006,0.003
8442,2/10/2015,22:34:17,37.867,-122.267,95,1011,60.47,22.6,35.82,122.88,120.55,0.2915,1.0193,0.029,0.006
8442,2/10/2015,22:34:28,37.867,-122.267,95,1011,60.49,22.6,33.88,114.43,113.63,0.2961,1.0071,0.013,0.005
8442,2/10/2015,22:34:40,37.867,-122.267,95,1010,60.52,22.7,32.62,109.39,109.41,0.2983,0.9998,0.028,0.025
8442,2/10/2015,22:38:50,37.867,-122.267,95,1009,61.02,22.7,21.44,74.7,74.53,0.2871,1.0022,0.006,0.002
8442,2/10/2015,22:39:02,37.867,-122.267,95,1009,61.04,22.6,18.29,63.25,63.44,0.2893,0.9969,0.018,0.029
8442,2/10/2015,22:39:14,37.867,-122.267,95,1009,61.07,22.6,12.61,43.28,43.55,0.2916,0.9938,0.026,0.033
8442,2/10/2015,22:39:33,37.867,-122.267,95,1009,61.11,22.5,9.83,33.89,34.09,0.29,0.994,0.009,0.011
8442,2/10/2015,22:39:43,37.867,-122.267,95,1009,61.13,22.5,8.63,29.45,30.2,0.2931,0.9751,0.016,0.018
8442,2/10/2015,22:39:59,37.867,-122.267,95,1009,61.16,22.4,12.95,44.74,45.48,0.2895,0.9836,0.014,0.015
8442,2/11/2015,20:35:43,37.867,-122.267,95,1010,51.87,19.1,195.13,420.92,343.58,0.4636,1.2251,0.006,0.002
8442,2/11/2015,20:36:00,37.867,-122.267,95,1010,51.87,19.2,196.79,423.47,346.44,0.4647,1.2224,0.006,0.005
8442,2/11/2015,20:36:14,37.867,-122.267,95,1009,51.88,19.3,197.81,427.11,348.64,0.4631,1.2251,0.004,0.002
8442,2/11/2015,20:36:28,37.867,-122.267,95,1010,51.88,19.3,195.56,424.97,345.28,0.4602,1.2308,0.006,0.004
8442,2/11/2015,20:36:44,37.867,-122.267,95,1010,51.88,19.4,193.7,420.7,341.5,0.4605,1.2321,0.02,0.018
8442,2/11/2015,20:37:00,37.867,-122.267,95,1010,51.89,19.5,195.33,419.98,343.88,0.4651,1.2213,0.009,0.005
8442,2/11/2015,20:37:18,37.867,-122.267,95,1009,51.89,19.5,192.68,416.64,340.08,0.4625,1.2251,0.006,0.002
8442,2/12/2015,20:33:31,37.867,-122.267,95,1012,51.51,19.7,229.48,479.88,387.99,0.4782,1.2369,0.007,0.003
8442,2/12/2015,20:33:51,37.867,-122.267,95,1012,51.51,19.9,230.45,483.44,389.97,0.4767,1.2397,0.004,0.002
8442,2/12/2015,20:34:11,37.867,-122.267,95,1012,51.52,20.1,230.96,485.43,391.6,0.4758,1.2396,0.002,0.001
8442,2/12/2015,20:34:25,37.867,-122.267,95,1012,51.52,20.3,231.5,485.66,391.59,0.4767,1.2402,0.005,0.002
8442,2/12/2015,20:34:41,37.867,-122.267,95,1012,51.52,20.5,231.03,483.5,391.51,0.4778,1.2349,0.009,0.005
8442,2/12/2015,20:34:56,37.867,-122.267,95,1012,51.53,20.6,229.96,482.85,389.75,0.4763,1.2389,0.005,0.006
8442,2/12/2015,20:36:36,37.867,-122.267,95,1012,51.55,21.6,228.34,474.93,385.34,0.4808,1.2325,0.013,0.012
8442,2/12/2015,20:36:49,37.867,-122.267,95,1012,51.55,21.6,224.57,465.33,376.64,0.4826,1.2356,0.013,0.005
8442,2/12/2015,20:37:01,37.867,-122.267,95,1012,51.55,21.7,229.86,481.77,388.37,0.4771,1.2405,0.003,0.002
8442,2/12/2015,20:37:13,37.867,-122.267,95,1012,51.56,21.8,229.66,478.31,388.41,0.4802,1.2315,0.008,0.005
8442,2/12/2015,20:37:26,37.867,-122.267,95,1012,51.56,21.8,229.95,481.45,388.74,0.4776,1.2385,0.001,0.001
8442,2/12/2015,20:37:38,37.867,-122.267,95,1012,51.56,21.9,229.34,479.83,386.8,0.478,1.2405,0.004,0.003
8442,2/12/2015,20:37:50,37.867,-122.267,95,1012,51.57,21.9,228.72,477.34,386.34,0.4792,1.2355,0.005,0.005
8442,2/12/2015,20:39:51,37.867,-122.267,95,1012,51.6,22.6,226.79,476.7,385.02,0.4757,1.2381,0.007,0.002
8442,2/12/2015,20:40:05,37.867,-122.267,95,1012,51.6,22.8,226.8,475.5,383.49,0.477,1.2399,0.002,0.003
8442,2/12/2015,20:40:17,37.867,-122.267,95,1012,51.61,22.9,226.45,474.09,383.46,0.4777,1.2364,0.005,0.003
8442,2/12/2015,20:40:30,37.867,-122.267,95,1012,51.61,23,224.67,474.2,382.58,0.4738,1.2395,0.011,0.002
8442,2/12/2015,20:40:45,37.867,-122.267,95,1012,51.62,23.1,225.54,473.75,382.29,0.4761,1.2392,0.004,0.004
8442,2/12/2015,20:40:59,37.867,-122.267,95,1012,51.62,23.2,222.57,469.34,379.77,0.4742,1.2359,0.008,0.004
8442,2/12/2015,20:52:15,37.867,-122.267,95,1010,51.9,24.4,106.52,226.91,183.11,0.4694,1.2392,0.013,0.005
8442,2/12/2015,20:52:30,37.867,-122.267,95,1010,51.91,24.4,83.37,176.02,143.21,0.4736,1.2291,0.005,0.003
8442,2/12/2015,20:52:42,37.867,-122.267,95,1010,51.91,24.4,87.73,182.84,150.18,0.4799,1.2175,0.01,0.013
8442,2/12/2015,20:52:56,37.867,-122.267,95,1010,51.92,24.4,95.97,204.47,165.04,0.4694,1.2389,0.006,0.008
8442,2/12/2015,20:53:09,37.867,-122.267,95,1010,51.93,24.4,102.75,213.85,175.89,0.4805,1.2158,0.007,0.006
8442,2/12/2015,20:53:20,37.867,-122.267,95,1010,51.93,24.4,99.09,209.47,170.78,0.4731,1.2265,0.009,0.006
8442,2/12/2015,20:53:31,37.867,-122.267,95,1010,51.94,24.4,100.34,204.19,177.78,0.4917,1.1489,0.029,0.042
8442,2/12/2015,21:01:48,37.867,-122.267,95,1011,52.23,24.1,199.12,426.08,348.26,0.4673,1.2234,0.004,0.005
8442,2/12/2015,21:02:01,37.867,-122.267,95,1011,52.24,24.2,197.72,423.54,346.57,0.4668,1.2221,0.005,0.005
8442,2/12/2015,21:02:12,37.867,-122.267,95,1011,52.24,24.3,197.47,423.66,346.09,0.4661,1.2241,0.004,0.002
8442,2/12/2015,21:02:23,37.867,-122.267,95,1011,52.25,24.3,195.84,420.19,343.49,0.4661,1.2233,0.005,0.002
8442,2/12/2015,21:02:34,37.867,-122.267,95,1011,52.26,24.4,194.85,420.26,343.01,0.4636,1.2252,0.009,0.003
8442,2/12/2015,21:02:45,37.867,-122.267,95,1011,52.27,24.5,196.43,419.83,344.25,0.4679,1.2195,0.001,0.001
8442,2/24/2015,20:56:58,37.867,-122.267,95,1015,47.91,17.7,216.43,502.07,418.17,0.4311,1.2007,0.014,0.016
8442,2/24/2015,20:57:24,37.867,-122.267,95,1015,47.92,17.9,221.51,508.12,422.36,0.4359,1.2031,0.004,0.002
8442,2/24/2015,20:57:45,37.867,-122.267,95,1015,47.94,18.1,196.36,428.15,375.33,0.4626,1.1453,0.159,0.117
8442,2/24/2015,20:58:11,37.867,-122.267,95,1015,47.96,18.3,207.37,489.31,400.34,0.4239,1.2222,0.014,0.018
8442,2/24/2015,20:58:35,37.867,-122.267,95,1015,47.97,18.5,213.4,483.83,400.48,0.441,1.2082,0.01,0.011
8442,2/24/2015,20:58:50,37.867,-122.267,95,1015,47.98,18.6,219.41,507.85,420.96,0.432,1.2064,0.005,0.001
8442,2/24/2015,20:59:01,37.867,-122.267,95,1015,47.99,18.7,219.26,506.68,420.39,0.4328,1.2053,0.011,0.008
8442,2/24/2015,20:59:13,37.867,-122.267,95,1015,48,18.8,217.07,504.81,416.62,0.43,1.2117,0.01,0.006
8442,2/24/2015,20:59:24,37.867,-122.267,95,1015,48.01,18.9,217.41,507.5,419.53,0.4284,1.2097,0.008,0.004
8442,2/1/2016,23:59:17,37.867,-122.267,95,1011,74.81,19.5,0.32,12.37,31,0.0255,0.3989,0.025,4
8442,2/1/2016,23:59:30,37.867,-122.267,95,1012,74.84,19.5,0.31,12.21,30.62,0.0253,0.3986,0.019,0.007
8442,2/1/2016,23:59:42,37.867,-122.267,95,1011,74.88,19.6,0.31,12.01,30.25,0.0261,0.3969,0.035,0.006
8442,2/2/2016, 0:00:14,37.867,-122.267,95,1011,74.95,19.6,0.27,11.6,29.61,0.0232,0.3918,0.071,0.008
8442,2/2/2016, 0:00:25,37.867,-122.267,95,1011,74.98,19.6,0.27,11.5,29.35,0.0239,0.392,0.017,0.002
8442,2/2/2016, 0:00:38,37.867,-122.267,95,1011,75.01,19.6,0.27,11.36,29.09,0.0236,0.3905,0.029,0.003
8442,2/2/2016, 0:00:49,37.867,-122.267,95,1011,75.04,19.6,0.26,11.24,28.83,0.0232,0.39,0.042,0.002
8442,2/2/2016, 0:01:00,37.867,-122.267,95,1011,75.07,19.7,0.25,11.07,28.68,0.0229,0.3862,0.038,0.011
8442,2/2/2016, 0:01:10,37.867,-122.267,95,1012,75.1,19.7,0.25,11.02,28.46,0.0231,0.3872,0.03,0.002
8442,2/2/2016, 0:01:21,37.867,-122.267,95,1011,75.13,19.8,0.23,10.85,28.11,0.0208,0.3861,0.108,0.005
8442,2/5/2016,22:32:38,37.867,-122.267,95,1018,61.75,20.2,36.7,149.37,163.62,0.2458,0.913,0.025,0.032
8442,2/5/2016,22:32:54,37.867,-122.267,95,1019,61.78,20.3,37.61,154.58,166.31,0.2433,0.9295,0.012,0.01
8442,2/5/2016,22:33:05,37.867,-122.267,95,1019,61.8,20.4,37.98,156.41,168.6,0.2428,0.9277,0.006,0.006
8442,2/5/2016,22:33:17,37.867,-122.267,95,1019,61.82,20.5,37.77,156.85,168.5,0.2408,0.9309,0.007,0.001
8442,2/5/2016,22:33:28,37.867,-122.267,95,1019,61.85,20.6,37.91,157.79,169.58,0.2403,0.9305,0.006,0.001
8442,2/5/2016,22:36:38,37.867,-122.267,95,1018,62.22,21.3,37.73,159.83,173.94,0.236,0.9189,0.005,0.006
8442,2/5/2016,22:36:54,37.867,-122.267,95,1018,62.25,21.3,37.37,155.98,171.68,0.2396,0.9085,0.009,0.007
8442,2/5/2016,22:37:17,37.867,-122.267,95,1018,62.29,21.4,37.16,158.39,172.46,0.2346,0.9184,0.007,0.004
8442,2/5/2016,22:38:16,37.867,-122.267,95,1018,62.41,21.6,36.43,155.39,170.91,0.2344,0.9092,0.007,0.006
8442,2/5/2016,22:39:52,37.867,-122.267,95,1018,62.6,21.9,35.44,154.22,169.47,0.2298,0.91,0.004,0.003
8442,2/5/2016,22:40:08,37.867,-122.267,95,1018,62.63,21.9,35.15,154.37,168.75,0.2277,0.9148,0.003,0.002
8442,2/5/2016,22:40:24,37.867,-122.267,95,1018,62.66,21.9,35.16,152.86,169.05,0.23,0.9042,0.005,0.005
8442,2/5/2016,22:40:37,37.867,-122.267,95,1018,62.69,21.9,35.02,153.09,168.71,0.2288,0.9074,0.002,0.002
8442,2/5/2016,22:40:52,37.867,-122.267,95,1018,62.72,21.9,34.76,152.87,168.42,0.2274,0.9077,0.005,0.004
8442,2/5/2016,22:42:15,37.867,-122.267,95,1018,62.89,21.9,33.56,143.88,165.32,0.2333,0.8703,0.008,0.013
8442,2/5/2016,22:42:30,37.867,-122.267,95,1018,62.92,21.9,30.68,121.59,150.65,0.2541,0.8042,0.065,0.07
8442,2/5/2016,22:42:39,37.867,-122.267,95,1018,62.94,22,29.57,133.37,154.71,0.2196,0.8608,0.142,0.065
